<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
SPFB.Si,1,20160309,143500,72258.0000000,72285.0000000,72235.0000000,72244.0000000,5570
SPFB.Si,1,20160309,143600,72244.0000000,72277.0000000,72238.0000000,72268.0000000,2943
SPFB.Si,1,20160309,143700,72271.0000000,72272.0000000,72237.0000000,72241.0000000,2367
SPFB.Si,1,20160309,143800,72242.0000000,72245.0000000,72216.0000000,72227.0000000,2158
SPFB.Si,1,20160309,143900,72226.0000000,72228.0000000,72196.0000000,72204.0000000,4549
SPFB.Si,1,20160309,144000,72205.0000000,72221.0000000,72158.0000000,72175.0000000,14871
SPFB.Si,1,20160309,144100,72171.0000000,72186.0000000,72132.0000000,72153.0000000,7964
SPFB.Si,1,20160309,144200,72154.0000000,72162.0000000,72069.0000000,72089.0000000,15371
SPFB.Si,1,20160309,144300,72087.0000000,72123.0000000,72084.0000000,72112.0000000,4650
SPFB.Si,1,20160309,144400,72111.0000000,72157.0000000,72105.0000000,72145.0000000,5683
SPFB.Si,1,20160309,144500,72146.0000000,72180.0000000,72144.0000000,72169.0000000,3577
SPFB.Si,1,20160309,144600,72168.0000000,72189.0000000,72164.0000000,72181.0000000,5922
SPFB.Si,1,20160309,144700,72183.0000000,72189.0000000,72152.0000000,72154.0000000,2369
SPFB.Si,1,20160309,144800,72152.0000000,72158.0000000,72125.0000000,72127.0000000,2831
SPFB.Si,1,20160309,144900,72128.0000000,72130.0000000,72090.0000000,72101.0000000,3344
SPFB.Si,1,20160309,145000,72100.0000000,72139.0000000,72083.0000000,72120.0000000,5211
SPFB.Si,1,20160309,145100,72123.0000000,72124.0000000,72041.0000000,72060.0000000,9509
SPFB.Si,1,20160309,145200,72059.0000000,72084.0000000,72043.0000000,72058.0000000,4005
SPFB.Si,1,20160309,145300,72058.0000000,72101.0000000,72056.0000000,72081.0000000,4309
SPFB.Si,1,20160309,145400,72078.0000000,72108.0000000,72059.0000000,72090.0000000,4772
SPFB.Si,1,20160309,145500,72088.0000000,72101.0000000,72050.0000000,72061.0000000,4101
SPFB.Si,1,20160309,145600,72061.0000000,72121.0000000,72057.0000000,72115.0000000,4615
SPFB.Si,1,20160309,145700,72115.0000000,72168.0000000,72115.0000000,72127.0000000,5485
SPFB.Si,1,20160309,145800,72127.0000000,72134.0000000,72110.0000000,72131.0000000,3059
SPFB.Si,1,20160309,145900,72130.0000000,72142.0000000,72104.0000000,72116.0000000,1596
SPFB.Si,1,20160309,150000,72113.0000000,72127.0000000,72102.0000000,72110.0000000,2630
SPFB.Si,1,20160309,150100,72110.0000000,72145.0000000,72102.0000000,72134.0000000,3929
SPFB.Si,1,20160309,150200,72133.0000000,72143.0000000,72126.0000000,72131.0000000,1494
SPFB.Si,1,20160309,150300,72130.0000000,72139.0000000,72113.0000000,72117.0000000,1535
SPFB.Si,1,20160309,150400,72118.0000000,72124.0000000,72086.0000000,72110.0000000,6615
SPFB.Si,1,20160309,150500,72107.0000000,72158.0000000,72094.0000000,72141.0000000,4385
SPFB.Si,1,20160309,150600,72144.0000000,72164.0000000,72140.0000000,72143.0000000,2654
SPFB.Si,1,20160309,150700,72145.0000000,72153.0000000,72137.0000000,72139.0000000,1329
SPFB.Si,1,20160309,150800,72138.0000000,72147.0000000,72122.0000000,72141.0000000,1488
SPFB.Si,1,20160309,150900,72140.0000000,72164.0000000,72133.0000000,72147.0000000,3297
SPFB.Si,1,20160309,151000,72146.0000000,72186.0000000,72122.0000000,72173.0000000,6186
SPFB.Si,1,20160309,151100,72169.0000000,72179.0000000,72136.0000000,72156.0000000,2087
SPFB.Si,1,20160309,151200,72156.0000000,72174.0000000,72141.0000000,72141.0000000,2485
SPFB.Si,1,20160309,151300,72145.0000000,72154.0000000,72026.0000000,72031.0000000,11096
SPFB.Si,1,20160309,151400,72034.0000000,72064.0000000,71995.0000000,72006.0000000,13865
SPFB.Si,1,20160309,151500,72006.0000000,72022.0000000,71990.0000000,72018.0000000,5636
SPFB.Si,1,20160309,151600,72015.0000000,72022.0000000,71971.0000000,71984.0000000,5890
SPFB.Si,1,20160309,151700,71987.0000000,72013.0000000,71983.0000000,72011.0000000,3935
SPFB.Si,1,20160309,151800,72012.0000000,72026.0000000,71990.0000000,71991.0000000,4720
SPFB.Si,1,20160309,151900,71990.0000000,72018.0000000,71976.0000000,71997.0000000,4183
SPFB.Si,1,20160309,152000,71998.0000000,72005.0000000,71985.0000000,71999.0000000,2528
SPFB.Si,1,20160309,152100,71999.0000000,72000.0000000,71960.0000000,71983.0000000,3828
SPFB.Si,1,20160309,152200,71981.0000000,71996.0000000,71976.0000000,71981.0000000,1474
SPFB.Si,1,20160309,152300,71979.0000000,72000.0000000,71964.0000000,71976.0000000,3597
SPFB.Si,1,20160309,152400,71976.0000000,72027.0000000,71971.0000000,72024.0000000,4562
SPFB.Si,1,20160309,152500,72024.0000000,72044.0000000,72013.0000000,72036.0000000,5011
SPFB.Si,1,20160309,152600,72032.0000000,72035.0000000,72003.0000000,72006.0000000,2098
SPFB.Si,1,20160309,152700,72007.0000000,72019.0000000,71978.0000000,71997.0000000,3929
SPFB.Si,1,20160309,152800,71997.0000000,72004.0000000,71987.0000000,71995.0000000,1441
SPFB.Si,1,20160309,152900,71989.0000000,72020.0000000,71979.0000000,71999.0000000,5264
SPFB.Si,1,20160309,153000,71996.0000000,72014.0000000,71970.0000000,71980.0000000,3587
SPFB.Si,1,20160309,153100,71979.0000000,71992.0000000,71967.0000000,71987.0000000,2747
SPFB.Si,1,20160309,153200,71987.0000000,72021.0000000,71965.0000000,72015.0000000,4862
SPFB.Si,1,20160309,153300,72016.0000000,72020.0000000,71989.0000000,71996.0000000,2764
SPFB.Si,1,20160309,153400,71996.0000000,72012.0000000,71971.0000000,71985.0000000,2152
SPFB.Si,1,20160309,153500,71981.0000000,71986.0000000,71930.0000000,71933.0000000,8209
SPFB.Si,1,20160309,153600,71931.0000000,71938.0000000,71918.0000000,71934.0000000,3916
SPFB.Si,1,20160309,153700,71930.0000000,71960.0000000,71927.0000000,71956.0000000,2331
SPFB.Si,1,20160309,153800,71958.0000000,71975.0000000,71945.0000000,71969.0000000,2536
SPFB.Si,1,20160309,153900,71964.0000000,71989.0000000,71953.0000000,71958.0000000,3632
SPFB.Si,1,20160309,154000,71956.0000000,71960.0000000,71922.0000000,71928.0000000,1806
SPFB.Si,1,20160309,154100,71924.0000000,71931.0000000,71864.0000000,71886.0000000,13483
SPFB.Si,1,20160309,154200,71883.0000000,71893.0000000,71852.0000000,71861.0000000,5379
SPFB.Si,1,20160309,154300,71864.0000000,71867.0000000,71840.0000000,71863.0000000,4723
SPFB.Si,1,20160309,154400,71860.0000000,71873.0000000,71831.0000000,71838.0000000,3917
SPFB.Si,1,20160309,154500,71834.0000000,71841.0000000,71803.0000000,71815.0000000,6508
SPFB.Si,1,20160309,154600,71820.0000000,71872.0000000,71812.0000000,71860.0000000,4699
SPFB.Si,1,20160309,154700,71862.0000000,71888.0000000,71841.0000000,71841.0000000,4305
SPFB.Si,1,20160309,154800,71841.0000000,71868.0000000,71840.0000000,71859.0000000,1960
SPFB.Si,1,20160309,154900,71857.0000000,71861.0000000,71826.0000000,71855.0000000,3050
SPFB.Si,1,20160309,155000,71855.0000000,71884.0000000,71848.0000000,71882.0000000,2111
SPFB.Si,1,20160309,155100,71882.0000000,71899.0000000,71865.0000000,71896.0000000,2848
SPFB.Si,1,20160309,155200,71897.0000000,71950.0000000,71888.0000000,71933.0000000,9275
SPFB.Si,1,20160309,155300,71938.0000000,71976.0000000,71934.0000000,71949.0000000,8294
SPFB.Si,1,20160309,155400,71946.0000000,71991.0000000,71936.0000000,71960.0000000,7915
SPFB.Si,1,20160309,155500,71960.0000000,71962.0000000,71934.0000000,71939.0000000,2253
SPFB.Si,1,20160309,155600,71938.0000000,71955.0000000,71915.0000000,71950.0000000,4090
SPFB.Si,1,20160309,155700,71954.0000000,71965.0000000,71945.0000000,71951.0000000,1414
SPFB.Si,1,20160309,155800,71947.0000000,71965.0000000,71928.0000000,71965.0000000,1486
SPFB.Si,1,20160309,155900,71962.0000000,71995.0000000,71958.0000000,71968.0000000,6661
SPFB.Si,1,20160309,160000,71968.0000000,72000.0000000,71948.0000000,71984.0000000,3776
SPFB.Si,1,20160309,160100,71980.0000000,72001.0000000,71961.0000000,71995.0000000,7789
SPFB.Si,1,20160309,160200,71994.0000000,71996.0000000,71962.0000000,71975.0000000,3367
SPFB.Si,1,20160309,160300,71974.0000000,71997.0000000,71960.0000000,71965.0000000,4957
SPFB.Si,1,20160309,160400,71964.0000000,71994.0000000,71958.0000000,71963.0000000,3051
SPFB.Si,1,20160309,160500,71963.0000000,71973.0000000,71950.0000000,71952.0000000,3423
SPFB.Si,1,20160309,160600,71952.0000000,71968.0000000,71935.0000000,71964.0000000,3554
SPFB.Si,1,20160309,160700,71960.0000000,71972.0000000,71949.0000000,71965.0000000,1738
SPFB.Si,1,20160309,160800,71965.0000000,71970.0000000,71944.0000000,71958.0000000,2252
SPFB.Si,1,20160309,160900,71957.0000000,72024.0000000,71949.0000000,71990.0000000,5981
SPFB.Si,1,20160309,161000,71987.0000000,72012.0000000,71981.0000000,72008.0000000,2384
SPFB.Si,1,20160309,161100,72005.0000000,72027.0000000,71971.0000000,71972.0000000,6339
SPFB.Si,1,20160309,161200,71975.0000000,71982.0000000,71958.0000000,71976.0000000,1338
SPFB.Si,1,20160309,161300,71979.0000000,71993.0000000,71956.0000000,71961.0000000,2053
SPFB.Si,1,20160309,161400,71961.0000000,71962.0000000,71936.0000000,71938.0000000,2000
SPFB.Si,1,20160309,161500,71938.0000000,71942.0000000,71879.0000000,71895.0000000,5876
SPFB.Si,1,20160309,161600,71898.0000000,71909.0000000,71861.0000000,71879.0000000,5373
SPFB.Si,1,20160309,161700,71875.0000000,71915.0000000,71872.0000000,71889.0000000,3339
SPFB.Si,1,20160309,161800,71889.0000000,71892.0000000,71849.0000000,71871.0000000,6848
SPFB.Si,1,20160309,161900,71872.0000000,71872.0000000,71844.0000000,71863.0000000,1876
SPFB.Si,1,20160309,162000,71863.0000000,71891.0000000,71858.0000000,71872.0000000,2354
SPFB.Si,1,20160309,162100,71870.0000000,71889.0000000,71855.0000000,71871.0000000,3617
SPFB.Si,1,20160309,162200,71871.0000000,71894.0000000,71870.0000000,71890.0000000,1792
SPFB.Si,1,20160309,162300,71888.0000000,71919.0000000,71888.0000000,71901.0000000,3147
SPFB.Si,1,20160309,162400,71901.0000000,71930.0000000,71879.0000000,71918.0000000,2697
SPFB.Si,1,20160309,162500,71919.0000000,71921.0000000,71875.0000000,71878.0000000,1241
SPFB.Si,1,20160309,162600,71879.0000000,71912.0000000,71874.0000000,71908.0000000,2418
SPFB.Si,1,20160309,162700,71908.0000000,71943.0000000,71897.0000000,71941.0000000,5140
SPFB.Si,1,20160309,162800,71939.0000000,71956.0000000,71926.0000000,71948.0000000,3483
SPFB.Si,1,20160309,162900,71944.0000000,71947.0000000,71902.0000000,71921.0000000,3673
SPFB.Si,1,20160309,163000,71920.0000000,71941.0000000,71920.0000000,71933.0000000,1645
SPFB.Si,1,20160309,163100,71934.0000000,71948.0000000,71890.0000000,71895.0000000,3692
SPFB.Si,1,20160309,163200,71895.0000000,71927.0000000,71894.0000000,71907.0000000,1689
SPFB.Si,1,20160309,163300,71906.0000000,71938.0000000,71901.0000000,71914.0000000,1704
SPFB.Si,1,20160309,163400,71912.0000000,71923.0000000,71861.0000000,71872.0000000,7671
SPFB.Si,1,20160309,163500,71872.0000000,71884.0000000,71859.0000000,71864.0000000,2320
SPFB.Si,1,20160309,163600,71863.0000000,71916.0000000,71859.0000000,71904.0000000,3453
SPFB.Si,1,20160309,163700,71902.0000000,71931.0000000,71901.0000000,71923.0000000,2556
SPFB.Si,1,20160309,163800,71921.0000000,71955.0000000,71908.0000000,71911.0000000,4595
SPFB.Si,1,20160309,163900,71911.0000000,71922.0000000,71901.0000000,71908.0000000,3269
SPFB.Si,1,20160309,164000,71909.0000000,71953.0000000,71894.0000000,71931.0000000,4210
SPFB.Si,1,20160309,164100,71930.0000000,71944.0000000,71916.0000000,71943.0000000,2315
SPFB.Si,1,20160309,164200,71940.0000000,71982.0000000,71921.0000000,71961.0000000,4931
SPFB.Si,1,20160309,164300,71962.0000000,72007.0000000,71960.0000000,72004.0000000,4517
SPFB.Si,1,20160309,164400,71999.0000000,72039.0000000,71988.0000000,72036.0000000,8542
SPFB.Si,1,20160309,164500,72034.0000000,72058.0000000,72017.0000000,72036.0000000,8390
SPFB.Si,1,20160309,164600,72037.0000000,72049.0000000,71984.0000000,72016.0000000,5665
SPFB.Si,1,20160309,164700,72014.0000000,72048.0000000,72014.0000000,72018.0000000,2656
SPFB.Si,1,20160309,164800,72018.0000000,72033.0000000,71992.0000000,72003.0000000,2553
SPFB.Si,1,20160309,164900,72001.0000000,72027.0000000,71988.0000000,72003.0000000,2220
SPFB.Si,1,20160309,165000,72003.0000000,72010.0000000,71983.0000000,71990.0000000,1393
SPFB.Si,1,20160309,165100,71989.0000000,72014.0000000,71971.0000000,71979.0000000,2006
SPFB.Si,1,20160309,165200,71976.0000000,72010.0000000,71971.0000000,71996.0000000,2094
SPFB.Si,1,20160309,165300,71997.0000000,72025.0000000,71984.0000000,72016.0000000,3514
SPFB.Si,1,20160309,165400,72012.0000000,72052.0000000,72012.0000000,72042.0000000,4814
SPFB.Si,1,20160309,165500,72042.0000000,72048.0000000,72033.0000000,72042.0000000,1512
SPFB.Si,1,20160309,165600,72045.0000000,72060.0000000,72032.0000000,72037.0000000,7670
SPFB.Si,1,20160309,165700,72036.0000000,72040.0000000,71985.0000000,72004.0000000,4829
SPFB.Si,1,20160309,165800,72004.0000000,72004.0000000,71962.0000000,71990.0000000,4695
SPFB.Si,1,20160309,165900,71989.0000000,71991.0000000,71965.0000000,71968.0000000,4384
SPFB.Si,1,20160309,170000,71967.0000000,71975.0000000,71906.0000000,71910.0000000,7645
SPFB.Si,1,20160309,170100,71908.0000000,71946.0000000,71890.0000000,71911.0000000,8041
SPFB.Si,1,20160309,170200,71910.0000000,71931.0000000,71883.0000000,71907.0000000,5195
SPFB.Si,1,20160309,170300,71907.0000000,71927.0000000,71881.0000000,71901.0000000,3768
SPFB.Si,1,20160309,170400,71904.0000000,71920.0000000,71881.0000000,71893.0000000,2446
SPFB.Si,1,20160309,170500,71890.0000000,71896.0000000,71855.0000000,71870.0000000,4671
SPFB.Si,1,20160309,170600,71871.0000000,71875.0000000,71775.0000000,71799.0000000,21655
SPFB.Si,1,20160309,170700,71799.0000000,71801.0000000,71758.0000000,71785.0000000,10200
SPFB.Si,1,20160309,170800,71782.0000000,71797.0000000,71751.0000000,71762.0000000,10125
SPFB.Si,1,20160309,170900,71761.0000000,71771.0000000,71740.0000000,71769.0000000,6176
SPFB.Si,1,20160309,171000,71767.0000000,71774.0000000,71718.0000000,71755.0000000,7512
SPFB.Si,1,20160309,171100,71751.0000000,71756.0000000,71721.0000000,71756.0000000,7743
SPFB.Si,1,20160309,171200,71755.0000000,71776.0000000,71736.0000000,71752.0000000,5896
SPFB.Si,1,20160309,171300,71752.0000000,71778.0000000,71730.0000000,71772.0000000,6200
SPFB.Si,1,20160309,171400,71770.0000000,71788.0000000,71761.0000000,71781.0000000,1872
SPFB.Si,1,20160309,171500,71781.0000000,71812.0000000,71780.0000000,71805.0000000,4439
SPFB.Si,1,20160309,171600,71804.0000000,71824.0000000,71778.0000000,71820.0000000,4500
SPFB.Si,1,20160309,171700,71819.0000000,71829.0000000,71795.0000000,71817.0000000,2661
SPFB.Si,1,20160309,171800,71816.0000000,71823.0000000,71801.0000000,71807.0000000,2579
SPFB.Si,1,20160309,171900,71807.0000000,71807.0000000,71755.0000000,71774.0000000,3711
SPFB.Si,1,20160309,172000,71773.0000000,71773.0000000,71729.0000000,71750.0000000,4040
SPFB.Si,1,20160309,172100,71750.0000000,71766.0000000,71734.0000000,71755.0000000,2356
SPFB.Si,1,20160309,172200,71756.0000000,71769.0000000,71666.0000000,71684.0000000,10799
SPFB.Si,1,20160309,172300,71681.0000000,71721.0000000,71657.0000000,71713.0000000,7247
SPFB.Si,1,20160309,172400,71714.0000000,71745.0000000,71671.0000000,71688.0000000,8197
SPFB.Si,1,20160309,172500,71688.0000000,71737.0000000,71681.0000000,71724.0000000,8414
SPFB.Si,1,20160309,172600,71721.0000000,71744.0000000,71709.0000000,71732.0000000,7574
SPFB.Si,1,20160309,172700,71731.0000000,71752.0000000,71679.0000000,71681.0000000,5324
SPFB.Si,1,20160309,172800,71680.0000000,71695.0000000,71660.0000000,71678.0000000,3991
SPFB.Si,1,20160309,172900,71675.0000000,71689.0000000,71629.0000000,71665.0000000,11604
SPFB.Si,1,20160309,173000,71664.0000000,71705.0000000,71657.0000000,71673.0000000,3256
SPFB.Si,1,20160309,173100,71673.0000000,71678.0000000,71641.0000000,71652.0000000,9040
SPFB.Si,1,20160309,173200,71652.0000000,71682.0000000,71645.0000000,71650.0000000,6830
SPFB.Si,1,20160309,173300,71650.0000000,71653.0000000,71551.0000000,71577.0000000,20823
SPFB.Si,1,20160309,173400,71578.0000000,71581.0000000,71527.0000000,71574.0000000,9505
SPFB.Si,1,20160309,173500,71574.0000000,71607.0000000,71558.0000000,71596.0000000,8574
SPFB.Si,1,20160309,173600,71593.0000000,71645.0000000,71531.0000000,71641.0000000,11320
SPFB.Si,1,20160309,173700,71640.0000000,71696.0000000,71637.0000000,71691.0000000,7433
SPFB.Si,1,20160309,173800,71692.0000000,71724.0000000,71672.0000000,71673.0000000,8271
SPFB.Si,1,20160309,173900,71673.0000000,71717.0000000,71665.0000000,71708.0000000,3876
SPFB.Si,1,20160309,174000,71709.0000000,71743.0000000,71698.0000000,71718.0000000,3698
SPFB.Si,1,20160309,174100,71713.0000000,71719.0000000,71655.0000000,71659.0000000,4193
SPFB.Si,1,20160309,174200,71659.0000000,71689.0000000,71605.0000000,71628.0000000,6181
SPFB.Si,1,20160309,174300,71629.0000000,71649.0000000,71590.0000000,71600.0000000,8927
SPFB.Si,1,20160309,174400,71602.0000000,71658.0000000,71591.0000000,71644.0000000,4040
SPFB.Si,1,20160309,174500,71642.0000000,71697.0000000,71611.0000000,71677.0000000,5604
SPFB.Si,1,20160309,174600,71674.0000000,71693.0000000,71646.0000000,71664.0000000,7264
SPFB.Si,1,20160309,174700,71663.0000000,71675.0000000,71577.0000000,71588.0000000,6022
SPFB.Si,1,20160309,174800,71589.0000000,71614.0000000,71571.0000000,71604.0000000,6983
SPFB.Si,1,20160309,174900,71603.0000000,71613.0000000,71575.0000000,71588.0000000,3205
SPFB.Si,1,20160309,175000,71589.0000000,71592.0000000,71504.0000000,71572.0000000,8560
SPFB.Si,1,20160309,175100,71568.0000000,71612.0000000,71564.0000000,71594.0000000,4101
SPFB.Si,1,20160309,175200,71591.0000000,71599.0000000,71540.0000000,71548.0000000,4374
SPFB.Si,1,20160309,175300,71547.0000000,71547.0000000,71452.0000000,71480.0000000,11982
SPFB.Si,1,20160309,175400,71480.0000000,71501.0000000,71404.0000000,71404.0000000,11834
SPFB.Si,1,20160309,175500,71403.0000000,71417.0000000,71374.0000000,71413.0000000,10253
SPFB.Si,1,20160309,175600,71411.0000000,71411.0000000,71353.0000000,71353.0000000,10144
SPFB.Si,1,20160309,175700,71353.0000000,71357.0000000,71284.0000000,71351.0000000,13818
SPFB.Si,1,20160309,175800,71353.0000000,71358.0000000,71299.0000000,71350.0000000,8427
SPFB.Si,1,20160309,175900,71349.0000000,71352.0000000,71302.0000000,71304.0000000,4399
SPFB.Si,1,20160309,180000,71307.0000000,71343.0000000,71292.0000000,71305.0000000,9117
SPFB.Si,1,20160309,180100,71305.0000000,71312.0000000,71151.0000000,71171.0000000,42633
SPFB.Si,1,20160309,180200,71170.0000000,71216.0000000,71118.0000000,71212.0000000,21703
SPFB.Si,1,20160309,180300,71214.0000000,71297.0000000,71194.0000000,71273.0000000,14784
SPFB.Si,1,20160309,180400,71273.0000000,71287.0000000,71187.0000000,71188.0000000,8814
SPFB.Si,1,20160309,180500,71191.0000000,71277.0000000,71158.0000000,71277.0000000,14134
SPFB.Si,1,20160309,180600,71277.0000000,71365.0000000,71230.0000000,71353.0000000,14288
SPFB.Si,1,20160309,180700,71354.0000000,71391.0000000,71352.0000000,71386.0000000,7214
SPFB.Si,1,20160309,180800,71386.0000000,71448.0000000,71379.0000000,71420.0000000,14037
SPFB.Si,1,20160309,180900,71420.0000000,71422.0000000,71334.0000000,71344.0000000,12098
SPFB.Si,1,20160309,181000,71340.0000000,71376.0000000,71318.0000000,71371.0000000,6847
SPFB.Si,1,20160309,181100,71375.0000000,71391.0000000,71280.0000000,71324.0000000,10252
SPFB.Si,1,20160309,181200,71324.0000000,71348.0000000,71300.0000000,71322.0000000,3336
SPFB.Si,1,20160309,181300,71320.0000000,71323.0000000,71273.0000000,71293.0000000,3919
SPFB.Si,1,20160309,181400,71293.0000000,71336.0000000,71274.0000000,71325.0000000,4515
SPFB.Si,1,20160309,181500,71321.0000000,71329.0000000,71279.0000000,71297.0000000,2431
SPFB.Si,1,20160309,181600,71301.0000000,71302.0000000,71200.0000000,71215.0000000,7719
SPFB.Si,1,20160309,181700,71207.0000000,71230.0000000,71174.0000000,71223.0000000,8781
SPFB.Si,1,20160309,181800,71222.0000000,71263.0000000,71196.0000000,71252.0000000,5467
SPFB.Si,1,20160309,181900,71253.0000000,71272.0000000,71240.0000000,71268.0000000,5820
SPFB.Si,1,20160309,182000,71267.0000000,71309.0000000,71259.0000000,71260.0000000,5664
SPFB.Si,1,20160309,182100,71262.0000000,71302.0000000,71251.0000000,71289.0000000,4081
SPFB.Si,1,20160309,182200,71288.0000000,71337.0000000,71267.0000000,71332.0000000,3695
SPFB.Si,1,20160309,182300,71335.0000000,71341.0000000,71272.0000000,71276.0000000,5126
SPFB.Si,1,20160309,182400,71277.0000000,71277.0000000,71213.0000000,71213.0000000,10395
SPFB.Si,1,20160309,182500,71214.0000000,71257.0000000,71203.0000000,71203.0000000,8943
SPFB.Si,1,20160309,182600,71205.0000000,71248.0000000,71201.0000000,71214.0000000,8598
SPFB.Si,1,20160309,182700,71217.0000000,71223.0000000,71184.0000000,71200.0000000,3326
SPFB.Si,1,20160309,182800,71200.0000000,71240.0000000,71197.0000000,71239.0000000,6572
SPFB.Si,1,20160309,182900,71235.0000000,71276.0000000,71201.0000000,71216.0000000,6890
SPFB.Si,1,20160309,183000,71213.0000000,71242.0000000,71150.0000000,71177.0000000,10280
SPFB.Si,1,20160309,183100,71175.0000000,71230.0000000,71000.0000000,71046.0000000,76398
SPFB.Si,1,20160309,183200,71041.0000000,71048.0000000,70877.0000000,70906.0000000,34184
SPFB.Si,1,20160309,183300,70908.0000000,71046.0000000,70877.0000000,71022.0000000,30676
SPFB.Si,1,20160309,183400,71021.0000000,71088.0000000,71002.0000000,71088.0000000,18505
SPFB.Si,1,20160309,183500,71082.0000000,71182.0000000,71064.0000000,71077.0000000,21278
SPFB.Si,1,20160309,183600,71075.0000000,71107.0000000,70922.0000000,70940.0000000,18484
SPFB.Si,1,20160309,183700,70932.0000000,70969.0000000,70886.0000000,70937.0000000,18846
SPFB.Si,1,20160309,183800,70940.0000000,70963.0000000,70866.0000000,70879.0000000,21747
SPFB.Si,1,20160309,183900,70882.0000000,70965.0000000,70841.0000000,70958.0000000,21320
SPFB.Si,1,20160309,184000,70959.0000000,71060.0000000,70957.0000000,71017.0000000,12694
SPFB.Si,1,20160309,184100,71018.0000000,71029.0000000,70925.0000000,71010.0000000,11869
SPFB.Si,1,20160309,184200,71013.0000000,71086.0000000,71003.0000000,71046.0000000,8688
SPFB.Si,1,20160309,184300,71045.0000000,71144.0000000,71044.0000000,71128.0000000,9117
SPFB.Si,1,20160309,184400,71130.0000000,71160.0000000,71079.0000000,71091.0000000,5651
SPFB.Si,1,20160309,184500,71091.0000000,71102.0000000,71033.0000000,71074.0000000,10375
SPFB.Si,1,20160309,190100,71110.0000000,71185.0000000,71110.0000000,71184.0000000,10457
SPFB.Si,1,20160309,190200,71184.0000000,71228.0000000,71144.0000000,71178.0000000,7040
SPFB.Si,1,20160309,190300,71178.0000000,71210.0000000,71159.0000000,71163.0000000,2127
SPFB.Si,1,20160309,190400,71161.0000000,71245.0000000,71161.0000000,71190.0000000,5466
SPFB.Si,1,20160309,190500,71186.0000000,71260.0000000,71186.0000000,71260.0000000,6128
SPFB.Si,1,20160309,190600,71257.0000000,71288.0000000,71222.0000000,71224.0000000,6889
SPFB.Si,1,20160309,190700,71223.0000000,71348.0000000,71222.0000000,71303.0000000,9428
SPFB.Si,1,20160309,190800,71303.0000000,71340.0000000,71298.0000000,71319.0000000,5025
SPFB.Si,1,20160309,190900,71317.0000000,71340.0000000,71300.0000000,71314.0000000,2308
SPFB.Si,1,20160309,191000,71311.0000000,71337.0000000,71277.0000000,71298.0000000,5349
SPFB.Si,1,20160309,191100,71298.0000000,71338.0000000,71296.0000000,71326.0000000,5093
SPFB.Si,1,20160309,191200,71326.0000000,71368.0000000,71296.0000000,71300.0000000,7058
SPFB.Si,1,20160309,191300,71300.0000000,71344.0000000,71300.0000000,71331.0000000,3275
SPFB.Si,1,20160309,191400,71331.0000000,71338.0000000,71314.0000000,71331.0000000,1705
SPFB.Si,1,20160309,191500,71329.0000000,71361.0000000,71320.0000000,71352.0000000,2465
SPFB.Si,1,20160309,191600,71354.0000000,71370.0000000,71333.0000000,71345.0000000,4250
SPFB.Si,1,20160309,191700,71350.0000000,71353.0000000,71329.0000000,71346.0000000,3481
SPFB.Si,1,20160309,191800,71347.0000000,71388.0000000,71325.0000000,71351.0000000,4073
